path,kind,section,source_path,size_bytes,modified_time,action,reason
experiments/organized/main_experiments/04_visual_consistency/summary/pairs.csv,copied_useful_file,main_experiments/04_visual_consistency,experiments/baselines/image_consistency_game_themes_100/pairs.csv,3416,2026-04-27T21:26:30,keep,Selected useful experiment artifact copied into organized structure
experiments/organized/main_experiments/05_human_eval_optional/reports/README.md,copied_useful_file,main_experiments/05_human_eval_optional,experiments/paper_method_view/3_table3_human_evaluation_optional/README.md,240,2026-04-21T09:51:05,keep,Selected useful experiment artifact copied into organized structure
experiments/organized/main_experiments/05_human_eval_optional/summary/dn_human_rating_template_v1.csv,copied_useful_file,main_experiments/05_human_eval_optional,experiments/paper_method_view/3_table3_human_evaluation_optional/templates/dn_human_rating_template_v1.csv,1168,2026-04-21T09:51:05,keep,Selected useful experiment artifact copied into organized structure
experiments/organized/main_experiments/05_human_eval_optional/workbooks/dn_human_rating_template_v1.xlsx,copied_useful_file,main_experiments/05_human_eval_optional,experiments/paper_method_view/3_table3_human_evaluation_optional/templates/dn_human_rating_template_v1.xlsx,16569,2026-04-21T09:51:05,keep,Selected useful experiment artifact copied into organized structure
experiments/organized/main_experiments/05_human_eval_optional/workbooks/human_image_consistency_rating_v1_grouped.xlsx,copied_useful_file,main_experiments/05_human_eval_optional,DN-experiment-2.0/human_evaluation/workbooks/human_image_consistency_rating_v1_grouped.xlsx,2599721,2026-04-26T11:09:37,keep,Selected useful experiment artifact copied into organized structure
experiments/organized/main_experiments/05_human_eval_optional/workbooks/human_text_consistency_rating_v1.xlsx,copied_useful_file,main_experiments/05_human_eval_optional,DN-experiment-2.0/human_evaluation/workbooks/human_text_consistency_rating_v1.xlsx,43763,2026-04-26T10:53:37,keep,Selected useful experiment artifact copied into organized structure
experiments/organized/main_experiments/05_human_eval_optional/summary/human_eval_rating_fields_check_summary_grouped.json,copied_useful_file,main_experiments/05_human_eval_optional,DN-experiment-2.0/human_evaluation/workbooks/human_eval_rating_fields_check_summary_grouped.json,2505,2026-04-26T11:05:10,keep,Selected useful experiment artifact copied into organized structure
experiments/organized/main_experiments/05_human_eval_optional/summary/human_eval_rating_fields_check_summary_revised.json,copied_useful_file,main_experiments/05_human_eval_optional,DN-experiment-2.0/human_evaluation/workbooks/human_eval_rating_fields_check_summary_revised.json,2505,2026-04-26T10:58:02,keep,Selected useful experiment artifact copied into organized structure
experiments/organized/main_experiments/05_human_eval_optional/summary/human_eval_rating_fields_check_summary.json,copied_useful_file,main_experiments/05_human_eval_optional,DN-experiment-2.0/human_evaluation/workbooks/human_eval_rating_fields_check_summary.json,2505,2026-04-26T10:45:35,keep,Selected useful experiment artifact copied into organized structure
.pytest_cache,cleanup_candidate,,,,2026-04-19T12:04:26,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
.tmp_pip,cleanup_candidate,,,,2026-04-27T21:34:09,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
__pycache__,cleanup_candidate,,,,2026-04-08T22:55:37,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
_curl_test.bat,cleanup_candidate,,,389,2026-04-15T19:47:08,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
_list_pkgs.py,cleanup_candidate,,,340,2026-04-15T19:51:25,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
_run.bat,cleanup_candidate,,,125,2026-04-15T20:07:29,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
_test_api.py,cleanup_candidate,,,3394,2026-04-15T19:43:37,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
DN-experiment-2.0/__pycache__,cleanup_candidate,,,,2026-04-25T16:53:43,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
DN-experiment-2.0/ablations/generation_context_ablation/__pycache__,cleanup_candidate,,,,2026-04-27T16:05:25,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
DN-experiment-2.0/ablations/protagonist_ref_ablation/scripts/__pycache__,cleanup_candidate,,,,2026-04-26T10:44:15,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
DN-experiment-2.0/human_evaluation/scripts/__pycache__,cleanup_candidate,,,,2026-04-26T10:44:35,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
DN-experiment-2.0/图片一致性_experiment/multiview_image_consistency/scripts/__pycache__,cleanup_candidate,,,,2026-04-25T21:55:04,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
experiments/baselines/doc_baseline/__pycache__,cleanup_candidate,,,,2026-04-26T23:38:50,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
experiments/baselines/re3_baseline/__pycache__,cleanup_candidate,,,,2026-04-27T12:28:16,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
experiments/doc4o_baseline/__pycache__,cleanup_candidate,,,,2026-04-27T22:16:31,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
scripts/__pycache__,cleanup_candidate,,,,2026-04-30T17:23:59,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
src/__pycache__,cleanup_candidate,,,,2026-04-15T19:48:10,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
src/characters/__pycache__,cleanup_candidate,,,,2026-04-25T23:12:48,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
src/game/__pycache__,cleanup_candidate,,,,2026-03-21T16:31:46,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
src/image/__pycache__,cleanup_candidate,,,,2026-04-25T23:12:49,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
src/llm/__pycache__,cleanup_candidate,,,,2026-04-25T15:58:26,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
src/story/__pycache__,cleanup_candidate,,,,2026-04-25T15:56:05,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
src/utils/__pycache__,cleanup_candidate,,,,2026-04-15T19:48:12,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
src/wiki/__pycache__,cleanup_candidate,,,,2026-04-15T19:48:12,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
src/worldview/__pycache__,cleanup_candidate,,,,2026-04-25T16:23:38,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_check_comfy_env.sh,cleanup_candidate,,,120,2026-04-30T17:38:57,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_check_comfy_status.sh,cleanup_candidate,,,531,2026-04-30T17:56:41,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_check_hf_env.sh,cleanup_candidate,,,67,2026-04-30T19:00:09,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_check_running_comfyui.sh,cleanup_candidate,,,214,2026-04-30T18:07:38,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_comfy_help.sh,cleanup_candidate,,,162,2026-04-30T18:58:15,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_comfy_quick_test.sh,cleanup_candidate,,,215,2026-04-30T18:58:47,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_comfy_quick_test_db.sh,cleanup_candidate,,,301,2026-04-30T18:59:07,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_comfy_versions.sh,cleanup_candidate,,,419,2026-04-30T18:59:32,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_download_movie_shots.sh,cleanup_candidate,,,794,2026-04-30T18:08:19,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_hello.sh,cleanup_candidate,,,21,2026-04-30T17:34:17,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_inspect.sh,cleanup_candidate,,,1182,2026-04-30T17:31:44,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_install_av.sh,cleanup_candidate,,,229,2026-04-30T18:53:04,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_install_binary_wheels.sh,cleanup_candidate,,,338,2026-04-30T18:54:49,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_install_comfyui.sh,cleanup_candidate,,,1116,2026-04-30T17:39:19,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_poll_comfyui_install.sh,cleanup_candidate,,,238,2026-04-30T18:03:51,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_poll_pid_only.sh,cleanup_candidate,,,108,2026-04-30T18:52:35,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_ps_comfyui.sh,cleanup_candidate,,,150,2026-04-30T18:07:23,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_retry_comfy_reqs.sh,cleanup_candidate,,,617,2026-04-30T18:53:52,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_retry_comfy_reqs2.sh,cleanup_candidate,,,746,2026-04-30T18:55:13,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_show_comfy_reqs.sh,cleanup_candidate,,,140,2026-04-30T17:37:35,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_show_comfy_reqs_retry_log.sh,cleanup_candidate,,,527,2026-04-30T18:54:28,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_start_comfyui_install_bg.sh,cleanup_candidate,,,1507,2026-04-30T17:57:20,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_stat_models.sh,cleanup_candidate,,,650,2026-04-30T18:09:05,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_story_versions.sh,cleanup_candidate,,,435,2026-04-30T18:59:49,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_tail_comfy_retry2.sh,cleanup_candidate,,,76,2026-04-30T18:58:28,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
tmp_remote_validate_comfyui_env.sh,cleanup_candidate,,,294,2026-04-30T18:57:54,delete_after_confirmation,"Cache/temp/helper artifact, not experiment evidence"
experiments/_archive_or_cleanup_candidates/archive_20260501_122223/experiments__efficiency_phase1,archived_file_or_dir,,experiments/efficiency_phase1,,2026-04-21T09:51:05,archived_no_delete,Moved from original location to archive after user approval
experiments/_archive_or_cleanup_candidates/archive_20260501_122223/outputs__baseline_image_from_dn_text__run_20260430_144923,archived_file_or_dir,,outputs/baseline_image_from_dn_text/run_20260430_144923,,2026-04-30T16:44:09,archived_no_delete,Moved from original location to archive after user approval
experiments/_archive_or_cleanup_candidates/archive_20260501_122223/experiments__baselines__text_doc_smoke,archived_file_or_dir,,experiments/baselines/text_doc_smoke,,2026-04-27T16:09:46,archived_no_delete,Moved from original location to archive after user approval
experiments/_archive_or_cleanup_candidates/archive_20260501_122223/experiments__baselines__text_doc_patched_fallback4_smoke,archived_file_or_dir,,experiments/baselines/text_doc_patched_fallback4_smoke,,2026-04-27T21:48:15,archived_no_delete,Moved from original location to archive after user approval
experiments/_archive_or_cleanup_candidates/archive_20260501_122223/experiments__baselines__text_doc_patched_fallback3,archived_file_or_dir,,experiments/baselines/text_doc_patched_fallback3,,2026-04-27T21:38:32,archived_no_delete,Moved from original location to archive after user approval
experiments/_archive_or_cleanup_candidates/archive_20260501_122223/experiments__baselines__text_doc_patched_fallback4,archived_file_or_dir,,experiments/baselines/text_doc_patched_fallback4,,2026-04-28T09:06:43,archived_no_delete,Moved from original location to archive after user approval
experiments/_archive_or_cleanup_candidates/archive_20260501_122223/experiments__text_ablation__archive_bad_20260425_223848,archived_file_or_dir,,experiments/text_ablation/archive_bad_20260425_223848,,2026-04-25T23:01:36,archived_no_delete,Moved from original location to archive after user approval
experiments/_archive_or_cleanup_candidates/archive_20260501_122223/experiments__text_ablation__archive_duplicates,archived_file_or_dir,,experiments/text_ablation/archive_duplicates,,2026-04-25T21:09:50,archived_no_delete,Moved from original location to archive after user approval
experiments/_archive_or_cleanup_candidates/archive_20260501_122223/outputs__baseline_run_summary.json,archived_file_or_dir,,outputs/baseline_run_summary.json,1594,2026-04-28T16:51:52,archived_no_delete,Moved from original location to archive after user approval
experiments/_archive_or_cleanup_candidates/archive_20260501_122223/DN-experiment,archived_file_or_dir,,DN-experiment,,2026-04-25T15:54:03,archived_no_delete,Moved from original location to archive after user approval
